kaggle_income
id,State_Name,State_ab,County,City,Place,Type,Area_Code,Lat,Lon,Mean,Median,Stdev,sum_w
1011000,Alabama,AL,Mobile County,Chickasaw,Chickasaw city,City,251,30.77145,-88.079697,38773,30506,33101,1638.26051309172
1011010,Alabama,AL,Barbour County,Louisville,Clio city,City,334,31.708516,-85.611039,37725,19528,43789,258.017684685483
1011020,Alabama,AL,Shelby County,Columbiana,Columbiana city,City,205,33.191452,-86.615618,54606,31930,57348,926.030999750251
1011030,Alabama,AL,Mobile County,Satsuma,Creola city,City,251,30.874343,-88.009442,63919,52814,47707,378.11461910293
1011040,Alabama,AL,Mobile County,Dauphin Island,Dauphin Island,Town,251,30.250913,-88.171268,77948,67225,54270,282.320327843928
1011050,Alabama,AL,Cullman County,Cullman,Dodge City,Town,256,34.045414,-86.88267,50715,42643,35886,173.325958599703
1011060,Alabama,AL,Escambia County,East Brewton,East Brewton city,City,251,31.09144,-87.055345,33737,23610,28256,758.771322372054
1011070,Alabama,AL,Elmore County,Coosada,Elmore,Town,334,32.544337,-86.336446,46319,40242,38941,397.052564239374
1011080,Alabama,AL,Morgan County,Eva,Eva,Town,256,34.326504,-86.765318,57994,39591,47235,137.496038515582
1011090,Alabama,AL,Talladega County,Sylacauga,Fayetteville,CDP,256,33.168097,-86.442774,54807,41712,51359,380.728238095448
1011100,Alabama,AL,DeKalb County,Rainsville,Fort Payne city,City,256,34.457329,-85.689447,47929,38947,44430,3621.63031898417
1011110,Alabama,AL,Etowah County,Gadsden,Gadsden city,City,256,34.009563,-86.015643,42251,28811,41397,10716.1392370522
1011120,Alabama,AL,Butler County,Georgiana,Georgiana,Town,334,31.639134,-86.746762,27993,19757,27656,553.438214146472
1011130,Alabama,AL,Coosa County,Rockford,Goodwater,Town,256,33.060835,-86.052333,31229,22745,27452,528.084884689552
1011140,Alabama,AL,Hale County,Greensboro,Greensboro city,City,334,32.700968,-87.5937,36439,21136,45043,775.252484592484
1011150,Alabama,AL,Marion County,Guin,Gu-Win,Town,205,33.944319,-87.870368,56934,39047,53934,37.2643315105633
1011160,Alabama,AL,Geneva County,Hartford,Hartford city,City,334,31.105348,-85.691225,41057,21608,45280,770.56583917391
1011170,Alabama,AL,Jefferson County,Helena,Helena city,City,205,33.285635,-86.874488,93682,300000,55763,359.444828293645
1011180,Alabama,AL,Etowah County,Hokes Bluff,Hokes Bluff city,City,256,33.989682,-85.862873,57202,46738,44401,1140.74818957597
1011190,Alabama,AL,Covington County,Opp,Horn Hill,Town,334,31.238158,-86.325104,49699,34049,48287,77.3974208024441
1011200,Alabama,AL,Etowah County,Attalla,Ivalee,CDP,256,34.0372,-86.147175,51926,300000,28590,179.827251800981
1011210,Alabama,AL,Lamar County,Millport,Kennedy,Town,205,33.580891,-87.986179,44572,34725,36562,152.195391164196
1011220,Alabama,AL,Jackson County,Section,Langston,Town,256,34.545063,-86.09335,56029,31635,62581,65.4314568151737
1011230,Alabama,AL,Covington County,Andalusia,Libertyville,Town,334,31.24398,-86.46015,51098,43794,32431,46.1990035007309
1011240,Alabama,AL,Covington County,Lockhart,Lockhart,Town,334,31.013011,-86.350273,45465,36849,45634,129.828638282687
1011250,Alabama,AL,Washington County,Mcintosh,McIntosh,Town,251,31.264957,-88.028369,67392,48713,54529,74.1313816907173
1011260,Alabama,AL,Chilton County,Maplesville,Maplesville,Town,334,32.788282,-86.876651,43767,30427,38304,210.190639928957
1011270,Alabama,AL,Jefferson County,Fairfield,Midfield city,City,205,33.455197,-86.922633,48074,39817,37964,1376.6511796411
1011280,Alabama,AL,Mobile County,Mobile,Mobile city,City,251,30.668426,-88.100226,53330,38231,50855,51243.6483693845
1011290,Alabama,AL,Lawrence County,Moulton,Moulton city,City,256,34.488302,-87.282707,42079,28180,39942,1081.05467461344
1011300,Alabama,AL,Colbert County,Muscle Shoals,Muscle Shoals city,City,256,34.743692,-87.633774,60729,49109,48170,3371.98478494149
1011310,Alabama,AL,Hale County,Newbern,Newbern,Town,334,32.591672,-87.535614,32466,17389,31851,56.3313177265587
1011320,Alabama,AL,Tuscaloosa County,Northport,Northport city,City,205,33.257975,-87.59647,62410,54115,47114,5311.5376828853
1011330,Alabama,AL,Lee County,Opelika,Opelika city,City,334,32.660739,-85.37889,55199,40430,48856,7259.66789832622
1011340,Alabama,AL,Sumter County,Panola,Panola,CDP,205,32.946819,-88.262264,22603,6190,29054,9.99808887703625
1011350,Alabama,AL,Lee County,Ozark,Phenix City city,City,334,32.461669,-85.025021,86605,79218,52491,695.847229224363
1011360,Alabama,AL,Autauga County,Deatsville,Pine Level,CDP,334,32.579539,-86.454318,63066,57698,41175,949.115807710346
1011370,Alabama,AL,Elmore County,Prattville,Prattville city,City,334,32.461908,-86.457385,53597,39054,39602,495.251317277981
1011380,Alabama,AL,Franklin County,Red Bay,Red Bay city,City,256,34.436097,-88.136515,39220,29055,33077,1046.49929354485
1011390,Alabama,AL,Covington County,Andalusia,River Falls,Town,334,31.352397,-86.544609,39218,25895,48015,224.026151428601
1011400,Alabama,AL,Blount County,Cleveland,Rosa,Town,205,33.992756,-86.500325,55127,44609,39231,87.1966609562178
1011410,Alabama,AL,Mobile County,Satsuma,Saraland city,City,251,30.854581,-88.109929,59567,52275,43545,3110.48608709037
1011420,Alabama,AL,Shelby County,Shelby,Shelby,CDP,205,33.106882,-86.585403,63758,45844,53244,262.086041175498
1011430,Alabama,AL,Lee County,Smiths Station,Smiths Station city,City,334,32.534662,-85.111341,57098,45637,48651,1326.28880477322
1011440,Alabama,AL,Franklin County,Phil Campbell,Spruce Pine,CDP,256,34.39287,-87.729597,72297,300000,21067,20.9990399615985
1011450,Alabama,AL,Walker County,Sumiton,Sumiton city,City,205,33.749269,-87.046903,51907,39657,46146,690.507312520946
1011460,Alabama,AL,Tallapoosa County,Tallassee,Tallassee city,City,334,32.532665,-85.891993,55849,50493,42845,502.572095061375
1011470,Alabama,AL,Mobile County,Mobile,Tillmans Corner,CDP,251,30.581533,-88.21278,55230,47636,45298,4174.79584923934
1011480,Alabama,AL,Tuscaloosa County,Tuscaloosa,Tuscaloosa city,City,205,33.234404,-87.5283,55815,38843,54867,21342.4371487722
1011490,Alabama,AL,Chambers County,Valley,Valley city,City,334,32.828953,-85.169386,49554,39263,40901,2423.15327526595
1011500,Alabama,AL,St. Clair County,Vincent,Vincent,Town,205,33.383145,-86.402544,0,0,0,0
1011510,Alabama,AL,Chambers County,Camp Hill,Waverly,Town,256,32.730078,-85.570999,71026,60438,56646,41.6971961520149
1011520,Alabama,AL,Cullman County,Cullman,West Point,Town,256,34.23873,-86.964075,58314,49030,50015,169.126956996312
1011530,Alabama,AL,Randolph County,Woodland,Woodland,Town,256,33.375627,-85.397439,48217,33446,42907,68.0651083865857
101901,Alabama,AL,Chambers County,Wadley,Abanda,CDP,256,33.091627,-85.527029,14741,11398,10903,47.9984
101910,Alabama,AL,Pickens County,Aliceville,Aliceville city,City,205,33.123686,-88.159364,28347,20997,28311,1057.61739264125
101920,Alabama,AL,Jefferson County,Odenville,Argo,Town,205,33.691576,-86.503766,242857,300000,25317,1.13310666666667
101930,Alabama,AL,Lee County,Auburn,Auburn city,City,334,32.607722,-85.489545,59694,38029,60946,13447.9138321012
101940,Alabama,AL,Mobile County,Bayou La Batre,Bayou La Batre city,City,251,30.407586,-88.263271,50047,35147,43788,519.27481357065
101950,Alabama,AL,Jefferson County,Bessemer,Bessemer city,City,205,33.370789,-86.971596,41239,29150,38565,7625.52857556492
101960,Alabama,AL,Greene County,Boligee,Boligee,Town,205,32.7681,-88.028579,32777,12379,58584,196.086834832806
101970,Alabama,AL,Marion County,Brilliant,Brilliant,Town,205,34.025353,-87.769145,33353,25776,27149,334.951746154687
101980,Alabama,AL,Shelby County,Calera,Calera city,City,205,33.122319,-86.745644,65576,64695,38729,2521.942893811
101990,Alabama,AL,Pickens County,Carrollton,Carrollton,Town,205,33.261903,-88.095071,41709,27321,44007,239.687292628643
1021006,Alabama,AL,Autauga County,Moody,Autaugaville,Track,205,33.5467968,-86.4306179,45862,32942,40674,1123.83961037007
1021016,Alabama,AL,Autauga County,Odenville,Autaugaville,Track,205,33.7171728,-86.3824822,62222,56867,43036,1666.54038897558
1021026,Alabama,AL,Autauga County,Hoover,Autaugaville,Track,205,33.4073199,-86.7204009,90262,71401,66042,1559.23822212516
1021036,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,205,33.4007267,-86.6925733,92018,74570,65160,1035.30875752317
1021046,Alabama,AL,Autauga County,Chelsea,Autaugaville,Track,205,33.3567902,-86.6754096,78399,71839,54844,641.301001348827
1021056,Alabama,AL,Autauga County,Maylene,Autaugaville,Track,205,33.2332362,-86.8499076,85122,75896,58979,959.142977980007
102106,Alabama,AL,Autauga County,Ohatchee,Autaugaville,Track,256,33.7687621,-86.0372827,66000,54091,47663,1009.15963234656
1021066,Alabama,AL,Autauga County,Panola,Autaugaville,Track,205,32.863881,-88.2623312,34064,28981,28466,438.079249201304
1021076,Alabama,AL,Autauga County,Talladega,Autaugaville,Track,256,33.4548311,-86.0680822,38882,27264,45128,922.631146193386
1021086,Alabama,AL,Autauga County,Sylacauga,Autaugaville,Track,256,33.1485144,-86.2131565,40948,31044,36118,1265.89165850956
1021096,Alabama,AL,Autauga County,Dadeville,Autaugaville,Track,256,32.88789,-85.6951867,48421,35722,44616,1177.67705743682
1021106,Alabama,AL,Autauga County,Northport,Autaugaville,Track,205,33.3231423,-87.5661153,77977,74807,59517,502.910296518293
1021116,Alabama,AL,Autauga County,Holt,Autaugaville,Track,205,33.2435354,-87.4825444,37965,29413,34880,615.744528440937
1021126,Alabama,AL,Autauga County,Tuscaloosa,Autaugaville,Track,205,33.2031136,-87.5527647,24931,12361,34393,484.260478680021
1021136,Alabama,AL,Autauga County,Tuscaloosa,Autaugaville,Track,205,33.1807268,-87.4937929,60252,45803,55310,2029.90868696837
1021146,Alabama,AL,Autauga County,Holt,Autaugaville,Track,205,33.2184585,-87.495102,53301,40174,43882,954.551848206814
1021156,Alabama,AL,Autauga County,Nauvoo,Autaugaville,Track,205,33.9445989,-87.4646876,40072,29226,37412,1103.88352046728
102116,Alabama,AL,Autauga County,Lanett,Autaugaville,Track,334,32.8580358,-85.2066713,35951,23009,38779,1174.45458780452
1021166,Alabama,AL,Autauga County,Millry,Autaugaville,Track,251,31.6256633,-88.3415656,48623,40342,41443,764.841684011414
1021176,Alabama,AL,Autauga County,Arley,Autaugaville,Track,205,34.0964418,-87.2271905,49046,36818,42393,680.467613633589
1021186,Alabama,AL,Autauga County,Prattville,Autaugaville,Track,334,32.4740243,-86.4597033,58180,51927,40722,510.844498343053
1021196,Alabama,AL,Autauga County,Elmore,Autaugaville,Track,334,32.4473511,-86.4768097,41464,35150,30951,174.328239850479
1021206,Alabama,AL,Autauga County,Marbury,Autaugaville,Track,205,32.6385222,-86.5148731,59061,300000,36002,341.521986778788
1021216,Alabama,AL,Autauga County,Perdido,Autaugaville,Track,251,31.1104762,-87.7868713,55216,43407,52450,291.78107689488
1021226,Alabama,AL,Autauga County,Bay Minette,Autaugaville,Track,251,30.8969612,-87.7737368,36474,24377,31702,452.159013172281
1021236,Alabama,AL,Autauga County,Daphne,Autaugaville,Track,251,30.6478335,-87.8437739,107603,97539,63498,939.725912501181
1021246,Alabama,AL,Autauga County,Loxley,Autaugaville,Track,251,30.6114771,-87.7725676,50583,41882,37860,343.616966757028
1021256,Alabama,AL,Autauga County,Robertsdale,Autaugaville,Track,251,30.5641292,-87.6870074,69996,300000,37937,178.758304616799
102126,Alabama,AL,Autauga County,Clanton,Autaugaville,Track,205,32.8695805,-86.6588881,56638,41768,48428,1636.79995993231
1021266,Alabama,AL,Autauga County,Fairhope,Autaugaville,Track,251,30.5408065,-87.891618,67864,52050,64026,547.269402361686
1021276,Alabama,AL,Autauga County,Foley,Autaugaville,Track,251,30.3802759,-87.7703177,71445,58784,51329,211.854953351018
1021286,Alabama,AL,Autauga County,Gulf Shores,Autaugaville,Track,251,30.2696285,-87.637277,65583,300000,59906,202.728190356
1021296,Alabama,AL,Autauga County,Foley,Autaugaville,Track,251,30.3798842,-87.6650569,49212,300000,21308,345.325121595428
1021306,Alabama,AL,Autauga County,Pensacola,Autaugaville,Track,850,30.4111645,-87.4511185,57395,46769,46123,525.620463393664
1021316,Alabama,AL,Autauga County,Clayton,Autaugaville,Track,334,31.6794432,-85.5577196,56947,45615,47083,215.49227901584
1021326,Alabama,AL,Autauga County,Eufaula,Autaugaville,Track,334,31.92041,-85.1757409,43222,26304,47072,285.482583715206
1021336,Alabama,AL,Autauga County,Brent,Autaugaville,Track,205,32.9533249,-87.0043466,67555,54574,61374,173.524474236284
1021346,Alabama,AL,Autauga County,Oneonta,Autaugaville,Track,205,33.8723927,-86.4590322,34855,32407,21562,501.224647705478
1021356,Alabama,AL,Autauga County,Cleveland,Autaugaville,Track,205,33.9974352,-86.544238,56385,49459,39388,488.448182501763
102136,Alabama,AL,Autauga County,Gilbertown,Autaugaville,Track,251,31.9275928,-88.3326295,53998,39956,48887,1013.52632441261
1021366,Alabama,AL,Autauga County,Blountsville,Autaugaville,Track,205,34.0336235,-86.6373178,47717,30660,46395,295.219924081113
1021376,Alabama,AL,Autauga County,Hayden,Autaugaville,Track,205,33.9036637,-86.7813122,58684,47284,39926,512.883903645398
1021386,Alabama,AL,Autauga County,Union Springs,Autaugaville,Track,334,32.0821273,-85.8274935,30765,25206,26768,298.245517064669
1021396,Alabama,AL,Autauga County,Greenville,Autaugaville,Track,334,31.7968287,-86.6541421,30564,21911,23037,278.191507682294
1021406,Alabama,AL,Autauga County,Mckenzie,Autaugaville,Track,334,31.575083,-86.6086952,36333,27877,29844,404.477880711399
1021416,Alabama,AL,Autauga County,Anniston,Autaugaville,Track,256,33.6421021,-85.8410233,27581,15743,28241,298.182341222536
1021426,Alabama,AL,Autauga County,Anniston,Autaugaville,Track,256,33.6345617,-85.7901308,55336,41259,45442,493.683765356653
1021436,Alabama,AL,Autauga County,Oxford,Autaugaville,Track,256,33.6111325,-85.8764727,54371,46871,46868,251.353099243798
1021446,Alabama,AL,Autauga County,Anniston,Autaugaville,Track,256,33.6132515,-85.9253597,49509,48881,28239,359.181958335484
1021456,Alabama,AL,Autauga County,Jacksonville,Autaugaville,Track,256,33.7661796,-85.7864612,46650,41809,29011,382.887652125509
102146,Alabama,AL,Autauga County,Jackson,Autaugaville,Track,251,31.3573817,-87.8407503,40352,30601,39286,386.135396521932
1021466,Alabama,AL,Autauga County,Jacksonville,Autaugaville,Track,256,33.8369688,-85.7723498,33803,13029,35858,100.288101877071
1021476,Alabama,AL,Autauga County,Piedmont,Autaugaville,Track,256,33.8952637,-85.5983598,35282,27332,29556,214.891852494871
1021486,Alabama,AL,Autauga County,Alexandria,Autaugaville,Track,256,33.7837754,-85.9002899,72487,64034,45909,566.394152216584
1021496,Alabama,AL,Autauga County,Alexandria,Autaugaville,Track,256,33.7188196,-85.9523544,0,0,0,0
1021506,Alabama,AL,Autauga County,Lafayette,Autaugaville,Track,334,32.8660782,-85.4616055,45966,300000,34017,352.162557583042
1021516,Alabama,AL,Autauga County,Lanett,Autaugaville,Track,334,32.7766468,-85.2734917,38000,30130,30948,138.05837803993
1021526,Alabama,AL,Autauga County,Valley,Autaugaville,Track,334,32.8362807,-85.1725763,44019,27057,50751,263.194872973633
1021536,Alabama,AL,Autauga County,Sand Rock,Autaugaville,Track,256,34.1991534,-85.7578347,57239,43170,47243,573.214431080469
1021546,Alabama,AL,Autauga County,Spring Garden,Autaugaville,Track,256,34.0861716,-85.5068892,51542,300000,60348,208.36494439656
1021556,Alabama,AL,Autauga County,Clanton,Autaugaville,Track,205,32.8695805,-86.6588881,54388,37212,48573,315.586973485494
102156,Alabama,AL,Autauga County,Jack,Autaugaville,Track,334,31.5375844,-85.8984006,47550,35327,39518,518.148434304415
1021566,Alabama,AL,Autauga County,Jemison,Autaugaville,Track,205,32.9910458,-86.8010803,40648,33316,32761,353.584069788347
1021576,Alabama,AL,Autauga County,Verbena,Autaugaville,Track,205,32.7592425,-86.5260002,67265,46110,59481,295.760606532616
1021586,Alabama,AL,Autauga County,Butler,Autaugaville,Track,205,32.0656633,-88.2128479,55952,40705,54619,162.594213163544
1021596,Alabama,AL,Autauga County,Thomasville,Autaugaville,Track,334,31.7929013,-87.6425154,40451,36477,28494,195.891207983014
10216,Alabama,AL,Autauga County,Robertsdale,Autaugaville,Track,251,30.7200267,-87.6245437,64173,45281,57389,1048.75578975422
1021606,Alabama,AL,Autauga County,Grove Hill,Autaugaville,Track,251,31.6170174,-87.6979772,50714,38228,55570,370.39832854273
1021616,Alabama,AL,Autauga County,Jackson,Autaugaville,Track,251,31.5011616,-87.8723338,40592,23781,37971,300.250093123188
1021626,Alabama,AL,Autauga County,Ashland,Autaugaville,Track,256,33.1785156,-85.7815679,44628,35064,33198,165.063184766647
1021636,Alabama,AL,Autauga County,Heflin,Autaugaville,Track,256,33.6989979,-85.5727972,31459,25199,32837,452.884645726814
1021646,Alabama,AL,Autauga County,Jack,Autaugaville,Track,334,31.5375844,-85.8984006,51782,34974,43086,178.42680488593
1021656,Alabama,AL,Autauga County,Kinston,Autaugaville,Track,334,31.2721909,-86.1506243,46792,30746,46019,202.793398943271
102166,Alabama,AL,Autauga County,Enterprise,Autaugaville,Track,334,31.3627415,-85.8358304,88951,84211,56279,1360.07819746712
1021666,Alabama,AL,Autauga County,Enterprise,Autaugaville,Track,334,31.3627415,-85.8358304,61449,49254,51536,378.882150939945
1021676,Alabama,AL,Autauga County,Sheffield,Autaugaville,Track,256,34.7708294,-87.6799629,51659,42586,39138,285.493685236322
1021686,Alabama,AL,Autauga County,Tuscumbia,Autaugaville,Track,256,34.7403319,-87.7337767,46357,300000,26728,178.99597969184
1021696,Alabama,AL,Autauga County,Muscle Shoals,Autaugaville,Track,256,34.7242107,-87.6264192,72532,65185,55384,606.04479776625
1021706,Alabama,AL,Autauga County,Leighton,Autaugaville,Track,256,34.774634,-87.5053473,51460,38525,36757,475.446886715384
1021716,Alabama,AL,Autauga County,Tuscumbia,Autaugaville,Track,256,34.6686652,-87.822804,44527,38139,36681,381.490179354717
1021726,Alabama,AL,Autauga County,Castleberry,Autaugaville,Track,251,31.3411108,-87.0387457,31633,28982,24289,409.278686045834
1021736,Alabama,AL,Autauga County,Rockford,Autaugaville,Track,256,32.9929287,-86.0738794,33042,23325,31099,330.22005689001
1021746,Alabama,AL,Autauga County,Andalusia,Autaugaville,Track,334,31.4420655,-86.3998913,53559,300000,24136,139.095073629929
1021756,Alabama,AL,Autauga County,Andalusia,Autaugaville,Track,334,31.3443958,-86.463852,58835,41801,49863,382.155261339718
102176,Alabama,AL,Autauga County,Muscle Shoals,Autaugaville,Track,256,34.7471222,-87.6398474,61868,56246,44831,1277.26879883982
1021766,Alabama,AL,Autauga County,Opp,Autaugaville,Track,334,31.3570171,-86.2401037,46327,31463,35525,174.959959497442
1021776,Alabama,AL,Autauga County,Opp,Autaugaville,Track,334,31.1810184,-86.2787253,60141,43585,50751,273.525127261098
1021786,Alabama,AL,Autauga County,Luverne,Autaugaville,Track,334,31.7244285,-86.3608435,40683,28886,35812,374.555075400344
1021796,Alabama,AL,Autauga County,Baileyton,Autaugaville,Track,256,34.2616429,-86.5683185,61900,65528,43897,195.687209761417
1021806,Alabama,AL,Autauga County,Vinemont,Autaugaville,Track,256,34.2715006,-86.8345066,53673,39630,49847,261.856920653949
1021816,Alabama,AL,Autauga County,Cullman,Autaugaville,Track,256,34.1565069,-86.8940425,63213,300000,38851,286.024105025601
1021826,Alabama,AL,Autauga County,Cullman,Autaugaville,Track,256,34.2012855,-86.8254882,37893,28850,37859,205.955438058865
1021836,Alabama,AL,Autauga County,Cullman,Autaugaville,Track,256,34.117682,-86.7963608,44858,32959,41497,431.782710666663
1021846,Alabama,AL,Autauga County,Garden City,Autaugaville,Track,256,33.9980493,-86.7870516,43726,28444,38686,267.624103291739
1021856,Alabama,AL,Autauga County,Ft Rucker,Autaugaville,Track,334,31.4097368,-85.7458071,68310,59974,38238,375.974145872863
102186,Alabama,AL,Autauga County,Evergreen,Autaugaville,Track,251,31.4626914,-86.9984985,34206,16878,39063,540.009840509178
1021866,Alabama,AL,Autauga County,Ozark,Autaugaville,Track,334,31.4833011,-85.6497139,65625,49674,60856,187.254702599691
1021876,Alabama,AL,Autauga County,Ozark,Autaugaville,Track,334,31.4149425,-85.6413488,31645,31497,20477,197.090427160299
1021886,Alabama,AL,Autauga County,Daleville,Autaugaville,Track,334,31.3021556,-85.7056542,58239,61815,49004,174.783871680196
1021896,Alabama,AL,Autauga County,Midland City,Autaugaville,Track,334,31.3374977,-85.4657416,42703,33772,31328,286.325626457054
1021906,Alabama,AL,Autauga County,Selma,Autaugaville,Track,334,32.5526588,-87.0352646,65458,45588,47564,195.792547321148
1021916,Alabama,AL,Autauga County,Selma,Autaugaville,Track,334,32.4157042,-87.0280529,23614,15982,20480,265.821074356268
1021926,Alabama,AL,Autauga County,Orrville,Autaugaville,Track,334,32.3256691,-87.2191795,30567,20489,27688,321.689290691302
1021936,Alabama,AL,Autauga County,Selma,Autaugaville,Track,334,32.3277469,-86.8942838,26582,19843,18440,208.29689968728
1021946,Alabama,AL,Autauga County,Rainsville,Autaugaville,Track,256,34.5326223,-85.8630796,47226,37458,34391,509.653155675645
1021956,Alabama,AL,Autauga County,Fyffe,Autaugaville,Track,256,34.4340842,-85.9687233,41338,40569,19063,330.992239601562
102196,Alabama,AL,Autauga County,Andalusia,Autaugaville,Track,334,31.326445,-86.507274,42170,26135,46568,569.205878105233
1021966,Alabama,AL,Autauga County,Crossville,Autaugaville,Track,256,34.2571822,-86.025488,50821,54135,34788,224.317357145446
1021976,Alabama,AL,Autauga County,Ft Payne,Autaugaville,Track,256,34.3660315,-85.6964687,46422,40662,30381,396.418269037896
1021986,Alabama,AL,Autauga County,Fort Payne,Autaugaville,Track,256,34.4574952,-85.635214,57662,300000,30695,218.525416389677
1021996,Alabama,AL,Autauga County,Deatsville,Autaugaville,Track,334,32.6948549,-86.2223176,55257,50235,34870,276.053770927848
1022006,Alabama,AL,Autauga County,Eclectic,Autaugaville,Track,334,32.6328834,-86.0345965,51818,50579,30368,368.451033314108
1022016,Alabama,AL,Autauga County,Wetumpka,Autaugaville,Track,334,32.5201384,-86.1722101,81059,49903,70277,353.657174715808
1022026,Alabama,AL,Autauga County,Millbrook,Autaugaville,Track,334,32.4977055,-86.3883595,57221,48383,41222,1103.5519302109
1022036,Alabama,AL,Autauga County,East Brewton,Autaugaville,Track,251,31.0992573,-86.9105903,42831,40855,32957,197.989810795603
1022046,Alabama,AL,Autauga County,Brewton,Autaugaville,Track,251,31.190044,-87.0635248,63662,57710,42797,241.254041615259
1022056,Alabama,AL,Autauga County,Atmore,Autaugaville,Track,251,31.0717073,-87.4897027,31072,23243,22228,341.150638483114
102206,Alabama,AL,Autauga County,Highland Home,Autaugaville,Track,334,31.949642,-86.3651124,51077,47797,40234,442.911894181803
1022066,Alabama,AL,Autauga County,Gadsden,Autaugaville,Track,256,34.0321863,-85.9730613,36536,23911,38627,166.795205032652
1022076,Alabama,AL,Autauga County,Gadsden,Autaugaville,Track,256,34.0476407,-86.0342629,65909,49884,54872,179.458553238953
1022086,Alabama,AL,Autauga County,Gadsden,Autaugaville,Track,256,34.0003469,-86.0427603,32898,19505,32387,142.761127141409
1022096,Alabama,AL,Autauga County,Gadsden,Autaugaville,Track,256,33.9993815,-86.010319,42144,34726,33731,398.222381117043
1022106,Alabama,AL,Autauga County,Gadsden,Autaugaville,Track,256,34.064083,-86.0661828,31929,22709,23582,263.227656842003
1022116,Alabama,AL,Autauga County,Rainbow City,Autaugaville,Track,256,33.9640619,-86.041835,50735,39380,40435,556.211756934633
1022126,Alabama,AL,Autauga County,Glencoe,Autaugaville,Track,256,33.918413,-85.9183325,55639,300000,47971,624.013735835527
1022136,Alabama,AL,Autauga County,Attalla,Autaugaville,Track,256,34.1470152,-86.0149509,59416,46048,45916,373.381963985583
1022146,Alabama,AL,Autauga County,Gadsden,Autaugaville,Track,256,34.0013946,-85.9674865,24359,22809,14966,465.150160925724
1022156,Alabama,AL,Autauga County,Fayette,Autaugaville,Track,205,33.7012455,-87.8909439,40956,28972,44086,594.306431447725
102216,Alabama,AL,Autauga County,Vinemont,Autaugaville,Track,256,34.1589207,-86.9571734,52592,38743,40883,951.47149353098
1022166,Alabama,AL,Autauga County,Berry,Autaugaville,Track,205,33.6476543,-87.6143541,54116,32380,54325,240.752987148481
1022176,Alabama,AL,Autauga County,Russellville,Autaugaville,Track,256,34.5125993,-87.7533372,78787,48388,70841,211.660310665613
1022186,Alabama,AL,Autauga County,Vina,Autaugaville,Track,256,34.4392881,-88.0399565,37300,300000,28404,215.298791925674
1022196,Alabama,AL,Autauga County,Samson,Autaugaville,Track,334,31.0847817,-86.0861751,37651,27315,36312,274.286061517681
1022206,Alabama,AL,Autauga County,Hartford,Autaugaville,Track,334,31.0696505,-85.7368633,26922,20881,23141,374.082560510525
1022216,Alabama,AL,Autauga County,Slocomb,Autaugaville,Track,334,31.0860719,-85.5280322,53395,42052,42981,317.918642662835
1022226,Alabama,AL,Autauga County,Boligee,Autaugaville,Track,205,32.6861323,-87.9472665,24591,16667,25982,158.259806193729
1022236,Alabama,AL,Autauga County,Greensboro,Autaugaville,Track,334,32.6514361,-87.6504698,43686,28110,51574,343.889526845582
1022246,Alabama,AL,Autauga County,Fort Gaines,Autaugaville,Track,229,31.6127173,-85.1367411,47014,41328,37305,312.123203744633
1022256,Alabama,AL,Autauga County,Newton,Autaugaville,Track,334,31.2347868,-85.5932271,69416,53258,59746,448.542262685113
102226,Alabama,AL,Autauga County,Cullman,Autaugaville,Track,256,34.0103921,-86.9102548,62728,53463,53245,1213.32194592755
1022266,Alabama,AL,Autauga County,Dothan,Autaugaville,Track,334,31.2531951,-85.4134185,58553,45033,42907,401.42132317336
1022276,Alabama,AL,Autauga County,Dothan,Autaugaville,Track,334,31.2200822,-85.4193412,57312,45442,44993,427.553259824227
1022286,Alabama,AL,Autauga County,Dothan,Autaugaville,Track,334,31.1821874,-85.3530797,66532,53439,51825,339.218091577769
1022296,Alabama,AL,Autauga County,Dothan,Autaugaville,Track,334,31.2388804,-85.3512422,34057,24260,28608,323.223347522611
1022306,Alabama,AL,Autauga County,Webb,Autaugaville,Track,334,31.268835,-85.2759901,49175,37902,46107,358.183778821421
1022316,Alabama,AL,Autauga County,Ashford,Autaugaville,Track,334,31.1644974,-85.24685,54235,42227,43566,294.786794388106
1022326,Alabama,AL,Autauga County,Higdon,Autaugaville,Track,256,34.8513417,-85.7000137,77322,45128,78600,403.544499385841
1022336,Alabama,AL,Autauga County,Stevenson,Autaugaville,Track,256,34.8863961,-85.9296764,31235,21391,27591,336.614172703296
1022346,Alabama,AL,Autauga County,Scottsboro,Autaugaville,Track,256,34.7615314,-86.0476196,50287,42093,36400,415.282713437123
1022356,Alabama,AL,Autauga County,Scottsboro,Autaugaville,Track,256,34.6633617,-86.0358725,42148,32599,35347,550.206791172634
102236,Alabama,AL,Autauga County,Ozark,Autaugaville,Track,334,31.3971308,-85.6615834,51326,42647,33653,866.004405351535
1022366,Alabama,AL,Autauga County,Section,Autaugaville,Track,256,34.5699175,-85.9716149,40859,30827,37250,401.388528087582
1022376,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,205,33.5428209,-86.752434,38145,28550,35605,218.319566412645
1022386,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,205,33.5442405,-86.7749128,30222,28006,20606,274.791229619474
1022396,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,205,33.5423337,-86.8765161,18832,16684,11537,88.3314666666667
